red_green_ratio,blue_green_ratio,mean_red_intensity,mean_blue_intensity,mean_green_intensity,mean_rgb_intensity,center_boundary_radius_threshold,profile_analyzer_threshold,centring_coordinate_x,centring_coordinate_y,centring_x_difference,centring_y_difference,centring_status,_source.data.scanner_name,_source.data.time_stamp
1.0038077000764232,0.9961023740622821,205.07517959574815,203.50100247390156,204.29727683911483,204.29115296958818,200,2,1060.1383263278562,598.3417729694817,92.13832632785625,40.4440198700803,True,H01CBA06P,2021-04-14T13:58:48
1.003812200700207,0.9961748261896356,205.12737322952955,203.56668830197947,204.34835628262277,204.3474726047106,200,2,1063.612600536193,600.8062962962963,95.61260053619299,43.64228265032557,True,H01CBA06P,2021-04-14T13:58:48
1.003970079078043,0.9959329337876061,205.04621489642247,203.40474543959354,204.23538427033472,204.22878153545025,200,2,1088.818755571403,595.5806006213325,120.81875557140302,18.393866999465104,True,H01CBA06P,2021-04-14T13:58:48
1.0040260885999692,0.9958464667071181,204.94327866735514,203.27364224255095,204.1214675538277,204.11279615457792,200,2,1090.2988755288354,597.3636937980415,122.29887552883542,23.819138276553076,True,H01CBA06P,2021-04-14T13:58:48
1.0042026083091944,0.9958653839513834,204.89238570098408,203.19130090528486,204.03490690585582,204.03953117070827,200,2,1080.3494208494208,598.190533110208,112.34942084942077,28.1650579150579,True,H01CBA06P,2021-04-14T13:58:48
1.0042894226304016,0.9957205553289284,205.17714435963987,203.42651781345154,204.30081183394992,204.30149133568045,200,2,1077.1218581131327,590.3527839390321,109.1218581131327,18.468048187992622,True,H01CBA06P,2021-04-14T13:58:48
1.0043682547908177,0.9954746870004155,205.00112778313917,203.1858658825846,204.1095253710854,204.0988396789364,200,2,1066.5807814149948,590.0060513602848,98.58078141499482,-5.261783622924099,True,H01CBA06P,2021-04-14T13:58:48
1.0045178340885843,0.9951844787493974,204.88891952003573,202.98521903205224,203.9674285185139,203.94718902353395,200,2,1051.650294070895,580.927201745321,83.65029407089492,-27.158957240502332,True,H01CBA06P,2021-04-14T13:58:48
1.0045906837951875,0.9950473087037163,204.94146019668878,202.99456455252258,204.0049380335201,203.98032092757717,200,2,1038.8142020497803,581.0868130054464,70.8142020497803,-35.66720351390927,True,H01CBA06P,2021-04-14T13:58:48
1.0047030043091354,0.9948524699229044,204.89763594565588,202.8887326181218,203.93851224377474,203.90829360251746,200,2,1028.6578749058026,570.8559036144578,60.6578749058026,-42.627166541070096,True,H01CBA06P,2021-04-14T13:58:48
1.004874747008308,0.9945013133250068,204.88415989288848,202.76911794190372,203.89024652362426,203.84784145280548,200,2,1019.3538602941177,568.8019570488397,51.35386029411768,-60.11443014705878,True,H01CBA06P,2021-04-14T13:58:48
1.005016053261308,0.994202422556104,204.77610934781399,202.572788100805,203.75406809006603,203.700988512895,200,2,1014.0414364640884,558.0920818505338,46.041436464088406,-63.88989739542228,True,H01CBA06P,2021-04-14T13:58:48
1.0051318391342177,0.9939377307078082,204.75740768744564,202.47703357777849,203.71199052237353,203.64881059586585,200,2,1036.0258227638233,555.3466163095421,68.02582276382327,-49.42402387465802,True,H01CBA06P,2021-04-14T13:58:48
1.005210689790168,0.9936062804403307,204.79398014422023,202.4297860482819,203.73239383971313,203.65205334407176,200,2,1019.3938584779706,551.2942849970714,51.39385847797064,-66.0086782376502,True,H01CBA06P,2021-04-14T13:58:48
1.0053063709210985,0.9932772845735002,204.9256746309536,202.47361752052566,203.8440027423612,203.74776496461348,200,2,1011.4026845637584,547.6466967583094,43.402684563758385,-55.073215375228756,True,H01CBA06P,2021-04-14T13:58:48
1.0053860004168769,0.9928957176809455,204.90384873518366,202.35825231418542,203.80614873314488,203.68941659417132,200,2,1041.4855686599894,557.1083296246848,73.48556865998944,-33.43246607005278,True,H01CBA06P,2021-04-14T13:58:48
1.0054454245172342,0.9924883339937337,204.66141826269535,202.0239637987984,203.5529858430295,203.4127893015078,200,2,1030.2641455786181,560.1357845468425,62.26414557861813,-15.610889963036698,True,H01CBA06P,2021-04-14T13:58:48
1.0055676627967856,0.9921409079069649,204.7866072884949,202.05221189919502,203.65273751835045,203.49718556868012,200,2,996.6306306306307,557.8370815450644,28.630630630630662,15.702702702702709,True,H01CBA06P,2021-04-14T13:58:48
1.0055918203911014,0.991707817081447,204.5150774623476,201.69137906426684,203.37782519233923,203.19476057298456,200,2,1014.5067837190742,566.3737218813906,46.50678371907418,22.48550146315506,True,H01CBA06P,2021-04-14T13:58:48
1.005651338891146,0.991300281916295,204.6430827601675,201.72274205496984,203.4930744345367,203.28629974989136,200,2,1006.4326530612245,572.9859884836852,38.43265306122453,33.08688046647228,True,H01CBA06P,2021-04-14T13:58:48
1.005724525493383,0.9908229700338665,204.5701638280232,201.53910157949127,203.40576235591573,203.17167592114342,200,2,1001.9817400644469,578.3142335766423,33.98174006444685,37.4511278195489,True,H01CBA06P,2021-04-14T13:58:48
1.0057914776835757,0.9904084280712614,204.49413297901256,201.3665031841288,203.31662925796525,203.0590884737022,200,2,1004.9163346613545,579.2228242299996,36.91633466135454,38.20970662803336,True,H01CBA06P,2021-04-14T13:58:48
1.0058539574346186,0.9899729824160777,204.5833629261367,201.3532883692642,203.39271065544798,203.10978731694965,200,2,1019.948384948385,583.9570589204327,51.948384948384955,32.86913086913091,True,H01CBA06P,2021-04-14T13:58:48
1.0058933046360743,0.9895125938836706,204.5988107940956,201.26697239288825,203.4001119712375,203.08863171940712,200,2,1028.1661949049737,587.9233569885838,60.166194904973736,33.77961989486448,True,H01CBA06P,2021-04-14T13:58:48
