slide_name,permissible_angle,slide_height_um,slide_width_um,scanner_name,actual_angle,time_stamp,slide_id,load_identifier,offset_pos_x_um,offset_pos_y_um,row_index,col_index,row_col
H01CBA01P_105083,1.0762994392707415,74212.632,26325.0,H01CBA01P,0.1899243726096242,2021-04-20T19:16:14,105083,CS002-3-1618913997119,525.0,3375.0,1,23,"1,23"
H01CBA03P_105190,2.005445000159009,74983.272,25545.0,H01CBA03P,-0.40727627434885916,2021-04-20T18:20:39,105190,CS002-2-1618913997118,525.0,1862.5,1,10,"1,10"
H01CBA01P_105074,1.6744235300940955,74366.76,25584.0,H01CBA01P,0.031588401579434114,2021-04-20T18:21:56,105074,CS002-3-1618913997119,1387.5,3375.0,1,14,"1,14"
H01CBA03P_105191,2.0409902048880832,74829.144,25506.0,H01CBA03P,-0.21975300207020132,2021-04-20T18:25:54,105191,CS002-2-1618913997118,-25.0,1781.25,1,11,"1,11"
H01CBA01P_105075,1.7814453316453651,75175.932,25389.0,H01CBA01P,0.593730065858365,2021-04-20T18:26:35,105075,CS002-3-1618913997119,606.25,3375.0,1,15,"1,15"
H01CBA01P_105072,1.6606525577778455,74983.272,25584.0,H01CBA01P,-0.43860580865305054,2021-04-20T18:11:21,105072,CS002-3-1618913997119,256.25,3293.75,1,12,"1,12"
H01CBA03P_105189,1.854432570391317,74752.08,25740.0,H01CBA03P,0.1257023935409666,2021-04-20T18:12:58,105189,CS002-2-1618913997118,-62.5,1900.0,1,9,"1,9"
H01CBA01P_105073,1.5829015552482697,74212.632,25701.0,H01CBA01P,-0.4115055914967576,2021-04-20T18:15:29,105073,CS002-3-1618913997119,293.75,3218.75,1,13,"1,13"
H01CBA01P_105076,1.8071496377810055,75407.124,25350.0,H01CBA01P,0.6542185341549934,2021-04-20T18:33:20,105076,CS002-3-1618913997119,525.0,3531.25,1,16,"1,16"
H01CBA03P_105193,2.165532130035283,74867.67599999999,25311.0,H01CBA03P,0.2196399016693799,2021-04-20T18:37:45,105193,CS002-2-1618913997118,56.25,1587.5,1,13,"1,13"
H01CBA01P_105077,1.6589470988295474,75060.336,25584.0,H01CBA01P,0.3755608738842755,2021-04-20T18:39:37,105077,CS002-3-1618913997119,525.0,3218.75,1,17,"1,17"
H01CBA03P_105194,2.2585705134391336,74906.208,25194.0,H01CBA03P,0.313610680960641,2021-04-20T18:45:03,105194,CS002-2-1618913997118,481.25,1587.5,1,14,"1,14"
H01CBA01P_105078,1.3712194451385529,73673.184,25974.0,H01CBA01P,-0.31885944902675806,2021-04-20T18:46:14,105078,CS002-3-1618913997119,837.5,3375.0,1,18,"1,18"
H01CBA01P_105079,1.708682449247834,74251.164,25545.0,H01CBA01P,0.253101443652181,2021-04-20T18:52:14,105079,CS002-3-1618913997119,1112.5,3568.75,1,19,"1,19"
H01CBA03P_105195,2.193543433908199,74983.272,25272.0,H01CBA03P,0.0626573731874801,2021-04-20T18:53:42,105195,CS002-2-1618913997118,675.0,1587.5,1,15,"1,15"
H01CBA03P_105192,1.5132831591353058,74520.888,26169.0,H01CBA03P,0.03152306878776917,2021-04-20T18:31:39,105192,CS002-2-1618913997118,131.25,1706.25,1,12,"1,12"
H01CBA01P_105084,1.629310960735533,74983.272,25623.0,H01CBA01P,0.5952556347196084,2021-04-20T19:23:23,105084,CS002-3-1618913997119,568.75,3568.75,1,24,"1,24"
H01CBA03P_105198,1.945751194665192,74867.67599999999,25623.0,H01CBA03P,-0.09413119822760134,2021-04-20T19:24:03,105198,CS002-2-1618913997118,-181.25,1743.75,1,18,"1,18"
H01CBA01P_105085,1.5444347143854273,73018.14,25779.0,H01CBA01P,0.28954767445819224,2021-04-20T19:29:06,105085,CS002-3-1618913997119,525.0,3606.25,1,25,"1,25"
H01CBA03P_105199,2.191290236672334,75060.336,25272.0,H01CBA03P,0.4694529833453549,2021-04-20T19:33:32,105199,CS002-2-1618913997118,93.75,1706.25,1,19,"1,19"
H01CBA01P_105086,1.6580956824703137,75098.868,25584.0,H01CBA01P,0.7194694335802247,2021-04-20T19:35:51,105086,CS002-3-1618913997119,681.25,3568.75,1,26,"1,26"
H01CBA03P_105200,2.014766853964053,74636.484,25545.0,H01CBA03P,-0.09442277680265145,2021-04-20T19:39:44,105200,CS002-2-1618913997118,-450.0,1662.5,1,20,"1,20"
