index,type,id,score,first_status,first_read_angle,first_initial_current,first_final_current,first_current_diff,second_status,second_read_angle,second_inital_current,second_final_current,second_current_diff,cluster_name,scanner_name,u_id,load_identifier,row_index,col_index,time_stamp,first_lock_step_counter,slide_id,date,slide_name
slide_locking,_doc,ea0H8HgBzeCE_yDUXSZg,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,0,18,2021-04-20T16:05:17,,105168,2021-04-20,H01CBA03P105168
slide_locking,_doc,Lavc73gBzeCE_yDU8lvR,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,0,14,2021-04-20T15:18:57,,105044,2021-04-20,H01CBA01P105044
slide_locking,_doc,9qve73gBzeCE_yDUhGkM,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,0,10,2021-04-20T15:20:40,,105160,2021-04-20,H01CBA03P105160
slide_locking,_doc,d60c8HgBzeCE_yDUsPQF,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,0,22,2021-04-20T16:28:35,,105172,2021-04-20,H01CBA03P105172
slide_locking,_doc,fK0d8HgBzeCE_yDULPmi,1.0,True,1999,220.0,260.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,0,25,2021-04-20T16:29:07,,105055,2021-04-20,H01CBA01P105055
slide_locking,_doc,YKq773gBzeCE_yDUGU-m,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,0,9,2021-04-20T14:41:59,,105039,2021-04-20,H01CBA01P105039
slide_locking,_doc,QaGD7XgBzeCE_yDUFk4W,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,21,2021-04-20T04:21:34,,104451,2021-04-20,H01CBA01P104451
slide_locking,_doc,s6GD7XgBzeCE_yDUl1Mm,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,5,2021-04-20T04:22:07,,104615,2021-04-20,H01CBA03P104615
slide_locking,_doc,EaGH7XgBzeCE_yDUk4j1,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,22,2021-04-20T04:26:28,,104452,2021-04-20,H01CBA01P104452
slide_locking,_doc,-aGJ7XgBzeCE_yDUr6Hg,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,6,2021-04-20T04:28:46,,104616,2021-04-20,H01CBA03P104616
slide_locking,_doc,QqGN7XgBzeCE_yDUcstO,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,23,2021-04-20T04:32:53,,104453,2021-04-20,H01CBA01P104453
slide_locking,_doc,tKGO7XgBzeCE_yDUTtbu,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,7,2021-04-20T04:33:49,,104617,2021-04-20,H01CBA03P104617
slide_locking,_doc,159i7XgBzeCE_yDUWPlX,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,1,29,2021-04-20T03:45:48,,104609,2021-04-20,H01CBA03P104609
slide_locking,_doc,eqBk7XgBzeCE_yDUiwsl,1.0,True,1999,200.0,250.0,50.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,16,2021-04-20T03:48:12,,104446,2021-04-20,H01CBA01P104446
slide_locking,_doc,DqBn7XgBzeCE_yDUzixt,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,0,2021-04-20T03:51:46,,104610,2021-04-20,H01CBA03P104610
slide_locking,_doc,JaBq7XgBzeCE_yDUYUiS,1.0,True,1999,220.0,250.0,30.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,17,2021-04-20T03:54:35,,104447,2021-04-20,H01CBA01P104447
slide_locking,_doc,D6Br7XgBzeCE_yDULlFq,1.0,True,1999,200.0,250.0,50.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,1,2021-04-20T03:55:27,,104611,2021-04-20,H01CBA03P104611
slide_locking,_doc,X6Bx7XgBzeCE_yDUFY9m,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,18,2021-04-20T04:01:54,,104448,2021-04-20,H01CBA01P104448
slide_locking,_doc,M6B07XgBzeCE_yDUi7C9,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,2,2021-04-20T04:05:41,,104612,2021-04-20,H01CBA03P104612
slide_locking,_doc,b6B27XgBzeCE_yDU8Mj5,1.0,True,1999,220.0,250.0,30.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,19,2021-04-20T04:08:18,,104449,2021-04-20,H01CBA01P104449
