red_green_ratio,blue_green_ratio,mean_red_intensity,mean_blue_intensity,mean_green_intensity,mean_rgb_intensity,center_boundary_radius_threshold,profile_analyzer_threshold,centring_coordinate_x,centring_coordinate_y,centring_x_difference,centring_y_difference,centring_status,_source.data.scanner_name,_source.data.time_stamp
0.98967024,1.028045883,205.1715577,213.1273295,207.3130518,208.537313,200,2,1013.860682,574.2608696,45.86068159,-155.5431956,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989652071,1.027955547,205.1744381,213.1155058,207.3197684,208.5365708,200,2,1011.88925,582.4191736,43.88925006,-148.5696927,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989706326,1.027723998,205.1848405,213.0666229,207.3189137,208.523459,200,2,1000.582322,581.9990499,32.58232222,-127.4396143,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989688781,1.02756329,205.2219579,213.0756197,207.3600933,208.552557,200,2,992.0230192,578.1825879,24.02301923,-106.4974382,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989718416,1.027416005,205.2585074,213.0766413,207.3908136,208.5753208,200,2,980.5129979,574.0301555,12.5129979,-84.98965758,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989730204,1.027213477,205.2450909,213.0181766,207.3747876,208.5460184,200,2,972.4963931,570.917312,4.496393086,-64.87818157,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989746539,1.027068503,205.252188,212.9919624,207.3785358,208.5408954,200,2,965.9587994,576.2881679,-2.041200632,-49.32530806,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989752258,1.026947065,205.2839159,212.9984683,207.4093938,208.563926,200,2,966.0773905,566.1226482,-1.922609493,-36.64073607,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989773586,1.026758323,205.2679388,212.9381584,207.3887823,208.5316265,200,2,963.2928661,565.037678,-4.707133917,-16.34730914,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989772463,1.02661969,205.2689659,212.9107144,207.3900554,208.5232452,200,2,975.0128116,564.7040545,7.012811565,-11.14760718,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989738603,1.026449545,205.2614303,212.8748955,207.3895367,208.5086209,200,2,977.7529096,563.3222532,9.752909579,-0.211280215,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989712767,1.026280319,205.2461396,212.8295004,207.3795009,208.485047,200,2,988.1623647,565.5664747,20.1623647,8.636136553,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989703716,1.026156724,205.2388985,212.7983073,207.3740808,208.4704289,200,2,1006.587603,569.1130521,38.58760301,11.15335005,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989646529,1.026023287,205.224007,212.7674923,207.3710169,208.4541721,200,2,1012.813976,569.2654043,44.81397638,11.53018373,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989666729,1.025920534,205.2311917,212.7492898,207.3740438,208.4515084,200,2,1018.812067,572.0638524,50.81206697,9.444572748,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989645301,1.025790395,205.1864257,212.6805073,207.3332996,208.4000776,200,2,1022.660484,564.7613219,54.6604836,9.232196091,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989632116,1.025684132,205.160403,212.6343379,207.3097666,208.3681692,200,2,1026.910627,579.5298913,58.91062711,8.227938415,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989596728,1.025582368,205.1432047,212.6030208,207.2998009,208.3486754,200,2,1032.871429,579.5554685,64.87142857,6.412121212,TRUE,H01CBA02P,2021-04-18T02:35:24
0.9895881,1.025475734,205.1097344,212.5480848,207.2677858,208.308535,200,2,1028.943242,590.783632,60.94324166,10.70684611,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989577512,1.025351267,205.0673616,212.4806561,207.2271844,208.2584007,200,2,1038.744979,589.6053375,70.7449787,13.45682018,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989629405,1.025240292,205.0591307,212.4379915,207.208001,208.2350411,200,2,1041.772414,590.5676617,73.77241379,18.89874239,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989585866,1.025099154,205.0005645,212.357424,207.1579351,208.1719745,200,2,1039.373057,596.3403076,71.37305699,30.29015544,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989611024,1.024961722,204.9780654,212.3002533,207.1299334,208.136084,200,2,1046.861186,596.3432489,78.86118614,36.27504404,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989644608,1.024808086,204.9423709,212.2242645,207.0868363,208.0844906,200,2,1046.822492,607.7200303,78.8224924,44.26869301,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989625219,1.024661972,204.8580624,212.1108702,207.0057014,207.9915447,200,2,1048.457915,592.3254992,80.45791522,43.88306369,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989699285,1.024474843,204.8677809,212.0663226,207.0000293,207.9780443,200,2,1048.572366,594.9682769,80.57236554,34.78377787,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989692935,1.02432389,204.8061398,211.9726376,206.9390742,207.9059505,200,2,1049.147952,600.1998607,81.14795208,24.48007802,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989715078,1.024155472,204.7587457,211.8840002,206.8865578,207.8431012,200,2,1044.282584,594.1562697,76.28258362,3.567474048,TRUE,H01CBA02P,2021-04-18T02:35:24
0.989754425,1.023965664,204.7111932,211.7871136,206.8302884,207.7761984,200,2,1044.099228,585.9913161,76.09922822,4.233737596,TRUE,H01CBA02P,2021-04-18T02:35:24
